transaction_id,customer_id,fecha,tipo,monto,moneda,canal
T-100784,C-709,14-07-2024 01:47,retiro,129445.14,usd,app
T-100785,C-1129,2025-07-25 09:40:18,dep,281.84,MXN,app
T-100786,C-1402,28/08/2025,DEPOSITO,179.93,Peso,web
T-100787,C-263,01/02/2025,deposito,89773.15,eur,cajero
T-100788,C-239,20/01/2026,deposito,239.99,Peso,web
T-100789,C-587,2025-04-02 02:39:07,dep,3859.99,mxn,WEB
T-100790,C-5,18/12/2025,retiro,-3752.57,eur,WEB
T-100791,C-1122,2024-06-21 01:47:57,ret,"4045,22",MXN,web
T-100792,C-18,18-02-2025 15:52,retiro,2716.28,eur,WEB
T-100793,C-1211,2024-07-16 16:18:09,RETIRO,1778.13,mxn,App
T-100794,C-145,13/11/2025,ret,1262.32,Pesos,sucursal
T-100795,C-1231,24-04-2024 15:07,dep,248.46,eur,App
T-100796,C-395,09-06-2024,INGRESO,1210.75,usd,app
T-100797,C-1189,06-06-2024 08:58,deposito,"1358,36",Pesos,App
T-100798,C-944,02-09-2024,wd,4875.44,Peso,sucursal
T-100799,C-4,07-07-2025,DEPOSITO,160031.28,Peso,app
T-100800,C-1151,04-30-2025,INGRESO,2186.96,Euro,WEB
T-100801,C-249,31/05/2025,retiro,2094.65,Pesos,WEB
T-100802,C-193,07-15-2024,INGRESO,491.72,MXN,web
T-100803,C-1089,2025-05-08 18:04:50,RETIRO,"1150,81",Euro,App
T-100804,C-1049,16-07-2024 04:51,INGRESO,"2321,15",EUR,sucursal
T-100805,C-1036,26-04-2025 02:50,deposito,165168.47,Euro,sucursal
T-100806,C-685,30/11/2025,DEPOSITO,36456.29,eur,app
T-100807,C-721,01-24-2026,dep,4414.48,Pesos,sucursal
T-100808,C-777,2024-03-25 21:28:55,ret,86141.52,Peso,web
T-100809,C-300,11-08-2024 20:57,ret,128834.87,MXN,web
T-100810,C-837,2025-03-14 04:53:48,deposito,641.72,usd,WEB
T-100811,C-696,08-10-2024,INGRESO,"3376,77",Euro,app
T-100812,C-256,03-01-2026 02:24,wd,2609.28,Dolar,App
T-100813,C-982,23/04/2025,dep,3654.72,Dólar,app
T-100814,C-956,15-01-2026 03:15,retiro,1573.58,Euro,app
T-100815,C-1453,2024-02-04 09:16:24,wd,3087.19,Euro,web
T-100816,C-548,2025-07-01 20:22:24,INGRESO,92.79,USD,web
T-100817,C-1259,04-04-2024,retiro,4708.35,EUR,App
T-100818,C-408,2025-02-06 14:39:20,retiro,95081.46,Euro,App
T-100819,C-45,11/01/2026,RETIRO,2862.45,Dolar,WEB
T-100820,C-518,20-03-2024 18:54,deposito,909.77,EUR,cajero
T-100821,C-88,01-02-2025,wd,3069.14,Pesos,cajero
T-100822,C-434,31/01/2025,dep,-3172.7,eur,sucursal
T-100823,C-773,12-12-2024,INGRESO,2742.08,USD,WEB
T-100824,C-520,11-09-2024 11:04,dep,3899.48,Dolar,WEB
T-100825,C-572,2025-08-06 13:42:12,dep,863.34,MXN,web
T-100826,C-674,05-08-2025,wd,"2390,33",Dolar,web
T-100827,C-556,11/05/2024,deposito,75009.56,Euro,app
T-100828,C-19,29/09/2024,INGRESO,4088.68,Pesos,App
T-100829,C-400,16-12-2024 02:25,ret,1185.28,Dólar,App
T-100830,C-1409,28-07-2025 15:44,wd,-4518.1,Dolar,WEB
T-100247,C-1225,2025-01-04 14:48:08,wd,4264.28,Pesos,cajero
T-100832,C-393,05/09/2024,wd,"850,56",EUR,sucursal
T-100833,C-1468,2025-06-20 18:03:27,wd,"4633,15",Pesos,sucursal
T-100834,C-232,13/01/2025,DEPOSITO,4180.78,Pesos,App
T-100835,C-200,2024-10-11 03:53:56,ret,2752.74,Peso,sucursal
T-100836,C-945,11-10-2025 15:53,ret,160463.77,Pesos,cajero
T-100837,C-878,15/07/2024,deposito,4770.0,EUR,app
T-100838,C-825,10-16-2024,ret,1934.09,eur,web
T-100839,C-1020,2025-12-05 03:27:18,wd,2486.9,usd,cajero
T-100840,C-457,01/08/2024,RETIRO,4726.45,Peso,web
T-100841,C-113,2025-03-23 08:04:13,dep,4008.97,Euro,App
T-100842,C-1297,05/04/2024,wd,1277.64,usd,App
T-100843,C-929,04-02-2024 15:15,ret,1445.05,Euro,WEB
T-100844,C-292,03/07/2025,DEPOSITO,"1819,04",MXN,web
T-100845,C-575,28-10-2024 06:09,INGRESO,2816.17,Pesos,App
T-100846,C-221,22/12/2024,INGRESO,4315.06,Peso,web
T-100847,C-497,06-11-2024 21:47,retiro,4395.93,Euro,app
T-100848,C-465,2024-06-07 05:27:50,dep,4263.17,Euro,web
T-100582,C-1465,07-06-2024 23:55,ret,1398.22,MXN,cajero
T-100850,C-732,2025-06-05 03:28:16,INGRESO,2907.18,eur,app
T-100851,C-903,28/06/2024,dep,2944.43,mxn,app
T-100852,C-776,12-24-2024,RETIRO,2433.1,MXN,app
T-100598,C-1458,12-05-2024 20:20,ret,3897.4,Euro,web
T-100854,C-359,08-19-2025,ret,118148.4,Pesos,web
T-100855,C-181,04/03/2025,DEPOSITO,1042.83,mxn,WEB
T-100856,C-1007,2025-07-20 03:33:27,deposito,1692.66,eur,web
T-100857,C-758,06-12-2024 19:01,deposito,3521.71,mxn,cajero
T-100858,C-933,2024-10-30 17:58:10,INGRESO,"3010,51",MXN,sucursal
T-100859,C-1278,04/08/2024,deposito,1736.45,Dólar,sucursal
T-100860,C-46,22-03-2025 12:19,INGRESO,1184.43,mxn,sucursal
T-100861,C-3,30/09/2025,wd,2025.63,usd,web
T-100862,C-145,08/01/2026,deposito,3972.51,Peso,WEB
T-100863,C-986,2024-11-12 19:48:16,dep,133551.33,eur,WEB
T-100864,C-1393,25/06/2025,retiro,239.89,Euro,sucursal
T-100865,C-111,13-06-2025 23:05,RETIRO,4736.88,Pesos,App
T-100866,C-415,02-02-2024 01:19,wd,2894.97,eur,WEB
T-100867,C-359,12-01-2025,deposito,2198.11,Peso,cajero
T-100868,C-1323,16/01/2026,deposito,107317.05,Pesos,sucursal
T-100869,C-1098,11-07-2024 14:41,dep,"86713,58",usd,App
T-100870,C-215,09-04-2025 14:32,ret,1661.49,Dolar,App
T-100871,C-1398,05-20-2024,INGRESO,2373.88,Euro,App
T-100872,C-467,10-04-2025 12:40,DEPOSITO,1460.0,EUR,cajero
T-100873,C-952,12-18-2024,INGRESO,"4231,11",Dólar,App
T-100874,C-652,02-07-2025 22:35,RETIRO,48899.46,Peso,web
T-100875,C-1323,09-18-2024,wd,2291.68,eur,web
T-100876,C-801,07-01-2025,ret,1958.04,Pesos,App
T-100877,C-1391,19-05-2025 15:00,RETIRO,970.81,usd,App
T-100878,C-1084,30/09/2024,wd,-2202.32,Peso,App
T-100879,C-628,2026-01-15 13:37:48,deposito,1693.67,Euro,WEB
T-100880,C-642,08/03/2024,DEPOSITO,99882.51,Pesos,cajero
T-100881,C-439,02-14-2024,INGRESO,59.57,USD,cajero
T-100882,C-1468,05/05/2024,ret,254.95,EUR,web
T-100883,C-473,2024-08-13 18:46:22,wd,"-2876,74",Pesos,web
T-100884,C-226,21/01/2025,INGRESO,973.01,Peso,sucursal
T-100885,C-939,01-06-2025 03:22,dep,2811.38,MXN,App
T-100886,C-53,20/05/2025,wd,3582.13,usd,App
T-100887,C-507,05-24-2024,RETIRO,1592.77,mxn,sucursal
T-100888,C-1036,19/02/2025,wd,672.87,mxn,web
T-100889,C-1137,03/06/2024,retiro,1181.52,eur,App
T-100890,C-363,17-08-2024 21:43,INGRESO,2959.06,usd,App
T-100891,C-119,17-11-2024 01:41,DEPOSITO,3558.84,USD,WEB
T-100892,C-980,09/01/2025,RETIRO,2912.75,Peso,cajero
T-100893,C-103,02/11/2024,RETIRO,4195.32,Peso,App
T-100894,C-1259,30-11-2024 06:28,deposito,169.71,Euro,WEB
T-100346,C-623,09-01-2026 04:02,deposito,3894.02,Pesos,web
T-100896,C-8,18/06/2025,wd,"103053,17",Dólar,WEB
T-100897,C-470,09-22-2024,DEPOSITO,4401.89,Dólar,cajero
T-100898,C-1124,06/05/2024,RETIRO,1887.86,Peso,app
T-100899,C-1384,16-07-2024 12:41,RETIRO,-4881.92,Pesos,cajero
T-100900,C-711,2025-08-12 15:37:01,wd,4609.11,EUR,sucursal
T-100901,C-833,28/01/2026,RETIRO,160.14,mxn,web
T-100902,C-1406,05-09-2024 15:41,deposito,3870.24,Euro,WEB
T-100903,C-277,2024-04-05 07:54:47,RETIRO,62503.42,Dolar,sucursal
T-100904,C-363,22-10-2024 14:17,INGRESO,2876.19,Pesos,cajero
T-100905,C-423,02/01/2026,deposito,2247.55,mxn,App
T-100906,C-1162,18-08-2024 19:47,retiro,2441.62,mxn,sucursal
T-100907,C-273,10/08/2025,RETIRO,4650.89,usd,app
T-100908,C-811,28/02/2025,deposito,123329.14,EUR,WEB
T-100909,C-378,01-14-2025,dep,"3609,32",eur,WEB
T-100910,C-253,27-02-2024 08:15,deposito,408.72,USD,cajero
T-100911,C-1378,21-07-2024 15:07,deposito,4498.98,Dolar,cajero
T-100912,C-870,02-01-2025 02:02,DEPOSITO,82491.54,usd,app
T-100913,C-1165,06/12/2024,DEPOSITO,3746.32,Dólar,App
T-100914,C-237,13/04/2024,retiro,647.63,Dolar,WEB
T-100915,C-336,01-24-2025,dep,"4017,93",mxn,app
T-100916,C-518,11-23-2025,deposito,113836.42,eur,WEB
T-100917,C-902,26-04-2025 16:11,DEPOSITO,-3656.19,Euro,cajero
T-100918,C-917,27/04/2025,retiro,4072.0,EUR,cajero
T-100919,C-1006,2025-08-24 12:18:40,DEPOSITO,2940.4,eur,app
T-100920,C-1478,11/01/2026,deposito,1530.25,Euro,WEB
T-100921,C-286,03/05/2024,DEPOSITO,2237.5,Dólar,cajero
T-100922,C-555,17-06-2024 22:05,wd,501.81,Peso,WEB
T-100923,C-1082,12-02-2024 10:29,RETIRO,748.03,Pesos,app
T-100924,C-1050,2025-12-29 18:29:53,wd,472.93,EUR,web
T-100925,C-1248,03-21-2024,dep,114.32,Peso,web
T-100926,C-1437,24/02/2025,INGRESO,4621.6,Dolar,web
T-100927,C-982,13-01-2025 18:09,deposito,4431.4,mxn,cajero
T-100928,C-836,30/04/2025,deposito,4948.54,Dólar,WEB
T-100352,C-666,2024-08-28 12:50:07,RETIRO,"4715,91",Pesos,cajero
T-100930,C-791,12-10-2025,DEPOSITO,899.23,Dólar,cajero
T-100931,C-286,21/09/2024,ret,1809.18,Dólar,app
T-100932,C-254,10-11-2024 11:24,dep,1471.0,mxn,cajero
T-100933,C-1321,05-01-2025,retiro,1195.92,Dólar,web
T-100934,C-922,2024-06-22 03:30:38,retiro,1692.81,Euro,App
T-100935,C-1327,04-27-2025,DEPOSITO,1583.29,Dólar,app
T-100936,C-1356,09-23-2025,deposito,82104.63,Dólar,WEB
T-100937,C-678,23/02/2024,RETIRO,2232.09,USD,WEB
T-100938,C-1244,06/06/2025,retiro,"133,03",Peso,App
T-100939,C-185,02-11-2025 23:45,dep,"96473,38",USD,App
T-100940,C-921,04-30-2025,dep,1482.44,Dolar,app
T-100941,C-1475,03/09/2024,retiro,3486.77,Dolar,web
T-100942,C-1293,18/10/2025,deposito,1361.38,EUR,app
T-100943,C-424,08-25-2024,INGRESO,552.4,EUR,app
T-100793,C-769,25/02/2025,retiro,"1733,3",Peso,cajero
T-100065,C-1009,09/11/2024,RETIRO,3940.74,EUR,cajero
T-100946,C-1044,04-30-2024,deposito,3785.35,MXN,WEB
T-100947,C-476,19-05-2024 09:54,wd,11613.3,eur,cajero
T-100948,C-476,22-12-2025 17:26,RETIRO,1726.28,MXN,web
T-100949,C-707,05/05/2025,retiro,939.04,USD,app
T-100950,C-939,28-12-2025 00:36,RETIRO,"615,37",Peso,app
T-100951,C-1140,15-04-2024 14:41,ret,1753.36,Pesos,WEB
T-100952,C-998,13/12/2024,deposito,141944.96,Dólar,cajero
T-100953,C-646,03-09-2024,deposito,4412.31,EUR,app
T-100954,C-391,30-07-2025 18:45,deposito,2671.16,EUR,app
T-100955,C-620,2024-10-25 03:45:21,wd,4564.9,EUR,app
T-100956,C-898,04/08/2025,ret,4477.39,EUR,web
T-100957,C-1196,16-03-2025 08:03,RETIRO,2267.46,Peso,WEB
T-100958,C-3,16/05/2025,ret,4492.94,Dolar,cajero
T-100959,C-402,2024-11-09 08:17:15,ret,3717.64,Euro,cajero
T-100960,C-966,12/07/2025,INGRESO,3659.6,EUR,web
T-100961,C-1007,29/07/2025,DEPOSITO,2992.63,Dólar,sucursal
T-100172,C-646,21/05/2025,RETIRO,4746.85,MXN,app
T-100963,C-430,02-06-2024 00:55,deposito,"491,11",eur,App
T-100964,C-1212,06-20-2024,dep,4710.72,eur,App
T-100965,C-507,08-12-2025,ret,4324.31,eur,cajero
T-100966,C-819,10-17-2025,wd,-2214.11,USD,WEB
T-100967,C-508,06/09/2024,INGRESO,1461.97,USD,app
T-100968,C-331,11-24-2024,ret,318.7,Pesos,web
T-100969,C-1478,17-12-2024 09:10,deposito,"3067,35",Dolar,App
T-100970,C-611,29/04/2025,INGRESO,340.26,Pesos,sucursal
T-100971,C-69,24/06/2024,DEPOSITO,159016.0,EUR,app
T-100972,C-1313,26/09/2024,wd,2870.06,eur,cajero
T-100973,C-996,12-02-2025,deposito,919.66,EUR,sucursal
T-100974,C-1334,2025-03-30 03:59:30,DEPOSITO,495.14,MXN,cajero
T-100975,C-321,08-10-2025,deposito,1780.23,Dolar,WEB
T-100976,C-980,01-08-2024 18:56,wd,4463.17,USD,cajero
T-100977,C-502,30-04-2025 06:50,RETIRO,3242.83,Dólar,App
T-100978,C-281,24/10/2024,DEPOSITO,1181.39,eur,cajero
T-100979,C-491,03-30-2025,deposito,"751,76",usd,App
T-100980,C-1383,05-23-2024,retiro,"21364,8",eur,sucursal
T-100981,C-334,26-01-2025 00:27,retiro,1159.11,eur,web
T-100982,C-828,03-16-2024,ret,3669.89,MXN,App
T-100983,C-1110,04-05-2024 23:35,DEPOSITO,2461.62,mxn,app
T-100984,C-1191,10/05/2025,DEPOSITO,"542,86",Euro,WEB
T-100985,C-749,22-07-2025 18:00,INGRESO,2677.34,Peso,web
T-100986,C-611,2025-05-29 20:35:00,retiro,1873.85,EUR,cajero
T-100490,C-225,2024-11-11 06:35:49,ret,"2104,68",Dolar,app
T-100988,C-535,2025-01-23 01:27:06,RETIRO,1623.04,usd,App
T-100989,C-1448,07-01-2024,retiro,"4959,02",eur,cajero
T-100990,C-413,2024-09-24 21:53:22,retiro,2665.04,EUR,cajero
T-100991,C-145,29-06-2024 23:13,ret,508.28,eur,cajero
T-100992,C-846,13-07-2024 16:11,deposito,4595.86,usd,App
T-100993,C-1378,27/10/2025,deposito,3492.42,EUR,WEB
T-100994,C-551,2024-04-30 16:02:53,dep,1139.04,Dólar,app
T-100995,C-738,27/07/2024,deposito,2626.65,Pesos,WEB
T-100996,C-853,2024-05-07 20:24:10,RETIRO,4307.44,eur,app
T-100997,C-39,03-29-2025,INGRESO,2808.22,Peso,app
T-100998,C-1405,03-11-2024 07:38,deposito,3506.86,Euro,cajero
T-100999,C-1365,28-07-2025 19:24,wd,3813.45,Euro,app
T-101000,C-299,01-12-2025 21:22,wd,2455.57,usd,cajero
T-101001,C-1230,15-03-2024 13:26,DEPOSITO,92778.59,Peso,sucursal
T-101002,C-697,06-01-2026 21:12,RETIRO,"1803,77",EUR,WEB
T-101003,C-526,05-04-2025 18:32,retiro,3260.45,Euro,WEB
T-101004,C-230,06-27-2025,RETIRO,2711.14,Dólar,sucursal
T-101005,C-55,11-15-2025,dep,537.8,mxn,web
T-101006,C-305,27-12-2025 04:51,INGRESO,"3963,27",Peso,app
T-101007,C-541,30-05-2025 23:30,DEPOSITO,1982.12,Peso,WEB
T-101008,C-976,27-07-2024 06:07,dep,4716.4,EUR,cajero
T-101009,C-439,20/10/2025,deposito,1100.79,MXN,web
T-101010,C-221,04/10/2024,retiro,3362.82,mxn,WEB
T-101011,C-459,2024-06-25 18:32:38,dep,4924.28,Pesos,App
T-101012,C-161,10-11-2024 00:13,retiro,18224.13,eur,cajero
T-101013,C-28,14/03/2025,retiro,4824.75,Peso,app
T-101014,C-438,11-23-2025,DEPOSITO,886.18,eur,app
T-101015,C-455,24-02-2025 14:26,DEPOSITO,2096.97,MXN,App
T-101016,C-239,2024-09-12 01:56:51,RETIRO,3235.74,eur,sucursal
T-101017,C-982,2025-08-16 16:46:53,retiro,"2671,58",Dólar,sucursal
T-101018,C-1282,2026-01-12 22:07:58,retiro,1563.9,Euro,sucursal
T-101019,C-535,06-18-2025,wd,718.43,EUR,web
T-101020,C-1260,03/10/2025,retiro,"1572,66",Pesos,web
T-101021,C-118,03/12/2024,dep,4844.01,eur,app
T-101022,C-841,24-09-2024 00:00,INGRESO,58040.16,MXN,WEB
T-101023,C-582,16-10-2024 06:23,wd,4891.25,MXN,WEB
T-101024,C-515,07-10-2025,INGRESO,3783.79,eur,sucursal
T-101025,C-158,29/03/2025,INGRESO,"-390,83",MXN,WEB
T-101026,C-301,2024-02-25 05:54:54,retiro,1184.61,EUR,cajero
T-101027,C-1389,05/08/2025,wd,4708.54,USD,web
T-101028,C-819,2025-05-09 20:01:08,dep,-778.51,Peso,cajero
T-101029,C-471,2025-08-18 17:51:39,RETIRO,32968.4,Peso,web
T-101030,C-738,16/01/2026,DEPOSITO,581.26,Euro,WEB
T-101031,C-983,04/07/2025,INGRESO,2175.59,eur,App
T-100020,C-28,11-02-2024 09:24,dep,622.76,Dólar,cajero
T-101033,C-1253,02-11-2024,retiro,3439.97,usd,sucursal
T-101034,C-330,11/12/2025,INGRESO,3361.57,eur,sucursal
T-101035,C-1486,10-03-2024 13:45,ret,1111.96,Euro,app
T-101036,C-139,14/03/2024,ret,194.14,Euro,sucursal
T-101037,C-1184,2025-07-04 19:18:29,DEPOSITO,3155.78,USD,cajero
T-101038,C-890,07-04-2024 14:46,wd,152838.69,mxn,WEB
T-101039,C-979,30-09-2024 05:22,retiro,2845.99,usd,web
T-101040,C-1264,2024-06-15 23:54:22,retiro,1339.91,Dólar,web
T-101041,C-1074,02/08/2024,DEPOSITO,2752.43,mxn,app
T-101042,C-1282,15/06/2024,DEPOSITO,3066.96,Dolar,cajero
T-101043,C-1165,26/07/2024,retiro,"1328,39",EUR,WEB
T-101044,C-996,02-14-2024,RETIRO,1478.21,usd,web
T-101045,C-1024,2024-03-20 01:30:48,ret,2919.12,USD,WEB
T-101046,C-903,2024-07-05 16:51:06,retiro,2124.47,MXN,app
T-101047,C-1145,25-09-2024 16:09,wd,2683.6,Dólar,web
T-101048,C-1420,08-05-2024 15:39,dep,1259.59,USD,cajero
T-101049,C-737,28/05/2024,wd,3403.36,eur,App
T-101050,C-1119,12-25-2025,RETIRO,2005.48,Peso,cajero
T-101051,C-660,23-07-2025 20:27,dep,313.36,MXN,web
T-101052,C-725,28-03-2025 05:58,ret,-3174.6,Dolar,cajero
T-101053,C-862,06-01-2025,wd,890.09,usd,web
T-101054,C-1068,2024-07-20 16:14:37,ret,2333.99,USD,web
T-101055,C-1381,02-12-2024 18:52,DEPOSITO,2540.07,USD,sucursal
T-101056,C-936,30-12-2024 22:45,retiro,196.56,mxn,web
T-101057,C-1248,25-05-2025 02:51,DEPOSITO,"1992,4",eur,cajero
T-101058,C-31,10-11-2024,RETIRO,"2527,11",eur,web
T-101059,C-138,25/10/2025,ret,-1208.88,Dolar,App
T-101060,C-1451,29/10/2025,DEPOSITO,175747.37,Pesos,App
T-101061,C-990,12/05/2024,deposito,"57,65",Peso,App
T-101062,C-1261,23-12-2024 10:43,dep,409.21,eur,web
T-101063,C-1219,21-02-2025 13:15,INGRESO,-2869.24,eur,WEB
T-101064,C-693,19/09/2025,deposito,1328.05,Pesos,web
T-101065,C-361,10-05-2024 02:43,ret,1372.93,EUR,web
T-100127,C-252,09-07-2024 18:59,wd,"3161,94",Dólar,WEB
T-101067,C-925,27/05/2024,deposito,3651.98,mxn,cajero
T-101068,C-1186,26-10-2025 00:15,ret,3098.96,Peso,WEB
T-101069,C-1056,08-10-2024,dep,4610.45,eur,web
T-101070,C-567,28/04/2025,DEPOSITO,4685.03,eur,WEB
T-101071,C-20,04-07-2024,DEPOSITO,142317.9,eur,sucursal
T-101072,C-485,2024-07-18 13:46:43,DEPOSITO,3971.64,MXN,web
T-101073,C-652,06-09-2025,wd,3584.0,Peso,web
T-101074,C-109,2024-10-27 03:22:31,dep,-2607.99,USD,app
T-101075,C-1389,10-19-2024,deposito,3502.37,Pesos,App
T-101076,C-553,31/10/2025,DEPOSITO,"260,69",USD,sucursal
T-101077,C-1457,21-07-2024 13:11,RETIRO,2586.95,USD,WEB
T-101078,C-264,28-11-2025 17:50,INGRESO,234.19,Euro,App
T-101079,C-612,08-02-2024 05:28,dep,63701.4,Euro,web
T-101080,C-199,15-03-2024 06:40,deposito,"535,74",eur,sucursal
T-101081,C-65,07-21-2025,retiro,"589,25",Dólar,WEB
T-101082,C-175,20-08-2024 04:30,DEPOSITO,4945.74,MXN,app
T-101083,C-409,14/08/2025,DEPOSITO,2794.94,Euro,sucursal
T-101084,C-969,06-17-2025,retiro,4236.82,usd,app
T-101085,C-263,2025-05-18 20:12:22,deposito,3979.3,Dolar,sucursal
T-101086,C-1466,09-02-2025 03:59,INGRESO,4845.17,EUR,WEB
T-101087,C-1064,26-07-2024 01:23,deposito,3759.29,mxn,sucursal
T-100815,C-14,11/10/2025,deposito,"4108,28",EUR,WEB
T-101089,C-457,26-11-2025 18:46,retiro,1509.43,EUR,sucursal
T-101090,C-110,2025-10-18 06:47:11,deposito,1684.75,Dolar,cajero
T-101091,C-285,06-29-2024,retiro,2344.77,Dolar,cajero
T-101092,C-702,13/12/2024,INGRESO,235.6,usd,cajero
T-101093,C-914,02-26-2024,dep,2790.25,Dólar,cajero
T-101094,C-1452,22-08-2025 10:11,retiro,185660.54,MXN,web
T-101095,C-1111,09/03/2024,DEPOSITO,2764.27,Dolar,web
T-101096,C-1097,16-04-2024 18:44,deposito,3055.05,Euro,sucursal
T-101097,C-712,2025-11-16 12:28:04,retiro,1653.15,EUR,web
T-101098,C-1076,11-09-2024,RETIRO,2961.98,USD,App
T-101099,C-384,14/02/2025,ret,2190.45,eur,App
T-101100,C-1082,22/06/2025,dep,4476.4,eur,WEB
T-101101,C-311,2025-07-05 22:19:23,DEPOSITO,344.52,Euro,cajero
T-101102,C-581,05-02-2024 13:59,dep,"2309,45",MXN,App
T-101103,C-1057,05-03-2025 06:06,DEPOSITO,160.06,Dolar,app
T-101104,C-1327,27-05-2025 13:02,ret,3509.49,Peso,sucursal
T-101105,C-197,12-31-2025,DEPOSITO,522.79,Dólar,web
T-101106,C-53,13/07/2025,INGRESO,4110.85,EUR,sucursal
T-101107,C-1344,19/05/2024,DEPOSITO,88724.82,Dolar,cajero
T-101108,C-879,2025-12-25 11:35:33,deposito,3695.7,EUR,App
T-101109,C-38,16/10/2025,ret,4304.37,USD,WEB
T-101110,C-773,18-03-2025 03:22,RETIRO,3109.65,Dólar,app
T-101111,C-412,28/04/2025,retiro,"2338,87",Peso,web
T-101112,C-659,2025-03-26 22:50:14,ret,4169.94,Dólar,App
T-101113,C-1272,20/06/2025,deposito,4672.81,usd,sucursal
T-101114,C-44,2025-10-14 11:58:09,ret,52255.65,usd,web
T-101115,C-1491,03-14-2024,DEPOSITO,495.21,Euro,app
T-101116,C-1265,14/12/2025,retiro,1602.93,Peso,app
T-101117,C-1348,2024-12-20 08:39:14,ret,"2867,57",Dolar,sucursal
T-101118,C-1143,22/10/2025,deposito,1403.14,Peso,cajero
T-101119,C-461,08-16-2024,retiro,650.64,mxn,WEB
T-101120,C-236,2025-01-29 04:05:56,DEPOSITO,3817.97,eur,sucursal
T-101121,C-57,2024-08-07 04:28:42,retiro,1638.45,usd,WEB
T-101122,C-272,05-29-2025,INGRESO,1151.73,usd,web
T-101123,C-1112,04/09/2025,ret,2805.94,usd,WEB
T-100445,C-670,01-01-2025 05:32,DEPOSITO,3904.4,Peso,web
T-101125,C-691,04-27-2024,wd,1458.17,Dolar,App
T-101126,C-539,02/01/2025,RETIRO,94635.74,Pesos,cajero
T-101127,C-170,08/05/2024,retiro,3159.56,Pesos,WEB
T-101128,C-331,2026-01-21 07:55:24,RETIRO,3243.18,usd,sucursal
T-100852,C-219,2025-04-26 20:47:22,retiro,4040.38,MXN,sucursal
T-101130,C-82,24-02-2025 06:18,ret,1129.99,mxn,WEB
T-101131,C-916,2025-04-07 10:23:36,dep,"2899,84",eur,WEB
T-101132,C-1011,2024-09-10 21:38:34,retiro,3785.88,eur,sucursal
T-100462,C-239,07-22-2025,deposito,3686.87,Euro,web
T-101134,C-436,2025-11-17 22:45:43,retiro,"4302,59",MXN,sucursal
T-101135,C-938,2025-11-04 15:43:38,wd,2233.85,Dólar,cajero
T-101136,C-39,05/05/2025,wd,3732.9,eur,sucursal
T-101137,C-1080,2025-10-25 06:29:05,deposito,3648.58,EUR,web
T-101138,C-24,03-24-2025,retiro,4339.79,MXN,sucursal
T-101139,C-107,2024-08-26 21:58:53,dep,3302.92,Euro,app
T-101140,C-612,2024-06-21 21:13:46,DEPOSITO,4019.05,usd,App
T-101099,C-670,10/07/2024,deposito,2188.08,Euro,sucursal
T-101142,C-1497,2025-05-16 06:23:12,ret,83586.38,Dolar,cajero
T-101143,C-1175,09-14-2024,wd,1828.5,eur,cajero
T-101144,C-94,04-06-2024,wd,"4249,76",EUR,app
T-101145,C-944,29-10-2025 08:11,INGRESO,2273.09,eur,cajero
T-101146,C-1208,28/07/2024,DEPOSITO,182084.51,mxn,sucursal
T-101147,C-1176,11-12-2024,DEPOSITO,4507.25,eur,app
T-100712,C-355,2025-06-22 18:57:47,RETIRO,176.5,MXN,app
T-101149,C-656,09-10-2024,ret,3272.48,MXN,web
T-101150,C-271,02-23-2025,RETIRO,2689.99,usd,web
T-101151,C-1196,26-11-2025 01:23,ret,3659.0,Dólar,App
T-101152,C-832,2025-06-26 23:06:46,INGRESO,2897.31,mxn,cajero
T-101153,C-637,2024-08-21 06:08:09,wd,1322.43,Peso,web
T-101154,C-693,31-10-2025 02:37,deposito,3782.26,usd,App
T-101155,C-516,04-04-2025,wd,597.65,Euro,WEB
T-101156,C-1162,2025-07-17 12:02:59,deposito,2513.89,Euro,App
T-101157,C-1387,11-07-2025 20:24,ret,4452.57,Euro,App
T-101158,C-169,04-16-2024,ret,1238.21,Peso,sucursal
T-101159,C-797,2025-06-10 19:52:59,RETIRO,3639.99,usd,web
T-101160,C-1273,2024-05-09 07:26:37,ret,"1375,41",Euro,cajero
T-101161,C-1087,2025-11-06 03:57:48,ret,1133.23,usd,web
T-101162,C-1234,09-05-2024 06:49,deposito,1001.85,USD,web
T-101163,C-582,02/06/2025,dep,"2713,96",MXN,app
T-101164,C-288,12-30-2024,deposito,2862.24,MXN,app
T-101165,C-200,12-28-2025,dep,2395.83,eur,WEB
T-101166,C-1312,18/10/2025,INGRESO,-4400.25,eur,sucursal
T-101167,C-63,16-08-2024 04:37,dep,161.19,Dólar,sucursal
T-101168,C-144,05-09-2025 15:18,deposito,108199.72,Peso,App
T-101169,C-964,2024-03-31 02:43:51,dep,1388.74,Euro,sucursal
T-101170,C-710,04-20-2025,INGRESO,4517.16,EUR,App
T-101171,C-225,10-02-2025,retiro,3430.64,usd,app
T-101172,C-117,12-10-2025,retiro,1484.03,USD,sucursal
T-101173,C-1018,01-10-2024 17:26,INGRESO,780.57,USD,web
T-101174,C-33,2024-09-15 15:52:10,RETIRO,2672.52,MXN,web
T-101175,C-622,2025-06-13 11:02:26,wd,"-4118,68",USD,WEB
T-101176,C-200,08-31-2024,dep,4306.41,usd,web
T-101177,C-634,27-07-2024 07:56,INGRESO,1731.31,eur,App
