fecha,hora,tipo_vehiculo,placa,barra_acceso,engomado,bitacora,foto,capacidad_sobrepasada,descanso_oficial,vacacional,año
2023-10-05,21:45:40,carga,AL-6451-S,1,sí,no,AL6451S_214540.png,no,no,no,2023
2023-10-05,21:58:56,camioneta,ZLH-360-L,2,sí,no,ZLH360L_215856.png,no,no,no,2023
2023-10-05,22:01:36,camioneta,LHL-141-S,1,sí,no,LHL141S_220136.png,no,no,no,2023
2023-10-05,22:04:10,moto,LAZ-078,2,sí,no,LAZ078_220410.png,no,no,no,2023
2023-10-05,22:06:11,camioneta,FFH-758-F,2,sí,no,FFH758F_220611.png,no,no,no,2023
2023-10-05,22:15:28,sedan,ZSF-601-S,1,sí,sí,ZSF601S_221528.png,no,no,no,2023
2023-10-05,22:22:54,moto,HFZ-693,1,sí,no,HFZ693_222254.png,no,no,no,2023
2023-10-05,22:26:26,moto,HAF-807,2,sí,no,HAF807_222626.png,no,no,no,2023
2023-10-06,06:00:31,sedan,ZZH-292-S,2,sí,no,ZZH292S_060031.png,no,no,no,2023
2023-10-06,06:06:35,sedan,SSZ-499-S,2,sí,no,SSZ499S_060635.png,no,no,no,2023
2023-10-06,06:10:37,camioneta,SSF-926-L,2,sí,no,SSF926L_061037.png,no,no,no,2023
2023-10-06,06:15:07,sedan,HSZ-569-S,2,sí,no,HSZ569S_061507.png,no,no,no,2023
2023-10-06,06:15:35,sedan,AAL-058-F,1,sí,no,AAL058F_061535.png,no,no,no,2023
2023-10-06,06:25:19,carga,SS-4703-A,2,sí,no,SS4703A_062519.png,no,no,no,2023
2023-10-06,06:29:09,moto,FLZ-343,1,sí,no,FLZ343_062909.png,no,no,no,2023
2023-10-06,06:31:56,sedan,SAA-826-S,1,sí,no,SAA826S_063156.png,no,no,no,2023
2023-10-06,06:35:32,sedan,HAF-901-Z,1,sí,no,HAF901Z_063532.png,no,no,no,2023
2023-10-06,06:35:34,moto,FFZ-798,1,sí,no,FFZ798_063534.png,no,no,no,2023
2023-10-06,06:37:13,sedan,SAS-515-L,2,no,sí,SAS515L_063713.png,no,no,no,2023
2023-10-06,06:38:28,carga,SA-3845-L,2,sí,no,SA3845L_063828.png,no,no,no,2023
2023-10-06,06:41:13,carga,HA-0379-L,2,sí,sí,HA0379L_064113.png,no,no,no,2023
2023-10-06,06:45:11,moto,HHZ-739,2,sí,no,HHZ739_064511.png,no,no,no,2023
2023-10-06,06:49:34,sedan,ZFS-765-H,2,sí,no,ZFS765H_064934.png,no,no,no,2023
2023-10-06,07:19:00,sedan,ZHZ-802-H,1,sí,no,ZHZ802H_071900.png,no,no,no,2023
2023-10-06,07:20:46,sedan,HAZ-682-L,1,sí,no,HAZ682L_072046.png,no,no,no,2023
2023-10-06,07:28:53,moto,AFF-560,2,sí,no,AFF560_072853.png,no,no,no,2023
2023-10-06,07:30:46,sedan,SLA-212-Z,1,no,sí,SLA212Z_073046.png,no,no,no,2023
2023-10-06,07:39:07,camioneta,HSH-407-A,2,no,sí,HSH407A_073907.png,no,no,no,2023
2023-10-06,07:41:49,sedan,ZAA-524-H,1,no,sí,ZAA524H_074149.png,no,no,no,2023
2023-10-06,07:44:51,sedan,AZL-732-L,2,sí,no,AZL732L_074451.png,no,no,no,2023
2023-10-06,07:49:46,moto,ZZA-323,1,no,sí,ZZA323_074946.png,no,no,no,2023
2023-10-06,08:07:56,camioneta,HFS-854-L,1,sí,no,HFS854L_080756.png,no,no,no,2023
2023-10-06,08:09:50,sedan,HFZ-255-A,1,sí,no,HFZ255A_080950.png,no,no,no,2023
2023-10-06,08:12:16,sedan,SAS-515-L,2,sí,no,SAS515L_081216.png,no,no,no,2023
2023-10-06,09:22:08,sedan,ZZF-597-A,1,no,sí,ZZF597A_092208.png,no,no,no,2023
2023-10-06,09:39:29,sedan,ZAH-479-F,1,sí,no,ZAH479F_093929.png,no,no,no,2023
2023-10-06,09:41:03,sedan,HZL-230-H,2,sí,no,HZL230H_094103.png,no,no,no,2023
2023-10-06,11:57:16,moto,FZS-035,1,sí,no,FZS035_115716.png,no,no,no,2023
2023-10-06,12:00:54,sedan,FAS-560-L,1,sí,no,FAS560L_120054.png,no,no,no,2023
2023-10-06,12:02:46,moto,LHZ-959,1,sí,no,LHZ959_120246.png,no,no,no,2023
2023-10-06,12:03:27,sedan,HAF-956-L,1,sí,no,HAF956L_120327.png,no,no,no,2023
2023-10-06,12:14:36,moto,LZH-868,2,no,sí,LZH868_121436.png,no,no,no,2023
2023-10-06,12:17:39,sedan,FZF-182-L,2,sí,no,FZF182L_121739.png,no,no,no,2023
2023-10-06,12:18:05,sedan,SHF-623-A,1,sí,no,SHF623A_121805.png,no,no,no,2023
2023-10-06,12:24:46,camioneta,FAS-667-S,1,sí,no,FAS667S_122446.png,no,no,no,2023
2023-10-06,12:28:02,sedan,SZS-291-Z,1,sí,sí,SZS291Z_122802.png,no,no,no,2023
2023-10-06,12:37:26,sedan,HAF-809-Z,1,sí,no,HAF809Z_123726.png,no,no,no,2023
2023-10-06,12:54:42,sedan,SSL-070-S,2,sí,no,SSL070S_125442.png,no,no,no,2023
2023-10-06,12:58:56,camioneta,ZZF-521-F,1,sí,sí,ZZF521F_125856.png,no,no,no,2023
2023-10-06,13:03:48,sedan,LLF-231-H,1,sí,no,LLF231H_130348.png,no,no,no,2023
2023-10-06,13:06:35,sedan,LZA-718-F,2,sí,no,LZA718F_130635.png,no,no,no,2023
2023-10-06,13:07:01,sedan,ALS-546-F,2,sí,no,ALS546F_130701.png,no,no,no,2023
2023-10-06,13:09:04,moto,AAF-585,2,sí,no,AAF585_130904.png,no,no,no,2023
2023-10-06,13:32:24,moto,SAL-267,2,no,sí,SAL267_133224.png,no,no,no,2023
2023-10-06,13:37:48,sedan,ASA-023-L,1,sí,no,ASA023L_133748.png,no,no,no,2023
2023-10-06,13:39:59,moto,HFH-261,1,sí,no,HFH261_133959.png,no,no,no,2023
2023-10-06,13:40:50,moto,LFH-952,2,sí,no,LFH952_134050.png,no,no,no,2023
2023-10-06,13:43:56,moto,AHF-858,1,sí,no,AHF858_134356.png,no,no,no,2023
2023-10-06,13:52:20,moto,LHH-325,1,sí,no,LHH325_135220.png,no,no,no,2023
2023-10-06,13:54:45,moto,HSF-389,1,sí,no,HSF389_135445.png,no,no,no,2023
2023-10-06,13:55:20,moto,LAZ-157,1,sí,no,LAZ157_135520.png,no,no,no,2023
2023-10-06,14:43:44,carga,AL-6451-S,1,sí,no,AL6451S_144344.png,no,no,no,2023
2023-10-06,15:23:29,moto,ALF-868,1,sí,no,ALF868_152329.png,no,no,no,2023
2023-10-06,15:28:05,sedan,AHH-539-F,1,sí,no,AHH539F_152805.png,no,no,no,2023
2023-10-06,16:43:28,moto,AAA-587,1,sí,no,AAA587_164328.png,no,no,no,2023
2023-10-06,16:47:39,carga,LZ-5840-H,1,sí,no,LZ5840H_164739.png,no,no,no,2023
2023-10-06,16:59:18,sedan,ZZL-149-S,1,sí,no,ZZL149S_165918.png,no,no,no,2023
2023-10-06,17:14:08,moto,FZL-791,2,sí,no,FZL791_171408.png,no,no,no,2023
2023-10-06,17:52:07,sedan,LLF-231-H,2,sí,no,LLF231H_175207.png,no,no,no,2023
2023-10-06,17:54:30,moto,ZZS-301,2,sí,no,ZZS301_175430.png,no,no,no,2023
2023-10-06,18:01:59,carga,HF-5328-F,2,sí,no,HF5328F_180159.png,no,no,no,2023
2023-10-06,18:02:07,moto,SSS-507,1,sí,no,SSS507_180207.png,no,no,no,2023
2023-10-06,18:32:58,sedan,ZZS-283-A,1,sí,no,ZZS283A_183258.png,no,no,no,2023
2023-10-06,20:05:43,carga,LA-9384-H,2,sí,no,LA9384H_200543.png,no,no,no,2023
2023-10-06,20:28:30,sedan,HAF-901-Z,2,sí,no,HAF901Z_202830.png,no,no,no,2023
2023-10-06,20:48:38,moto,FSL-474,2,sí,no,FSL474_204838.png,no,no,no,2023
2023-10-06,21:04:22,sedan,LLS-944-F,1,sí,no,LLS944F_210422.png,no,no,no,2023
2023-10-06,21:31:09,carga,AL-9129-H,1,sí,sí,AL9129H_213109.png,no,no,no,2023
2023-10-06,21:32:22,carga,ZS-1437-Z,1,sí,no,ZS1437Z_213222.png,no,no,no,2023
2023-10-06,21:33:54,sedan,LSL-294-F,1,sí,no,LSL294F_213354.png,no,no,no,2023
2023-10-06,21:38:46,moto,FHL-149,1,sí,no,FHL149_213846.png,no,no,no,2023
2023-10-06,21:45:40,moto,HSL-933,2,sí,no,HSL933_214540.png,no,no,no,2023
2023-10-06,21:52:46,moto,HSZ-491,2,sí,no,HSZ491_215246.png,no,no,no,2023
2023-10-06,21:56:58,sedan,AZL-739-S,2,sí,no,AZL739S_215658.png,no,no,no,2023
2023-10-06,21:58:46,moto,SSL-269,2,sí,no,SSL269_215846.png,no,no,no,2023
2023-10-06,21:58:56,sedan,HZS-688-H,1,sí,no,HZS688H_215856.png,no,no,no,2023
2023-10-06,22:06:24,moto,HSF-809,1,sí,no,HSF809_220624.png,no,no,no,2023
2023-10-06,22:13:28,moto,FFA-875,1,sí,no,FFA875_221328.png,no,no,no,2023
2023-10-06,22:16:53,carga,LL-9548-S,2,sí,sí,LL9548S_221653.png,no,no,no,2023
2023-10-06,22:28:55,sedan,FAA-530-Z,2,sí,no,FAA530Z_222855.png,no,no,no,2023
2023-10-07,06:02:16,sedan,SLL-254-Z,1,sí,no,SLL254Z_060216.png,no,no,no,2023
2023-10-07,06:03:59,moto,AHA-747,2,sí,no,AHA747_060359.png,no,no,no,2023
2023-10-07,06:07:44,carga,ZS-4572-L,2,sí,no,ZS4572L_060744.png,no,no,no,2023
2023-10-07,06:07:51,sedan,HHA-184-H,2,sí,no,HHA184H_060751.png,no,no,no,2023
2023-10-07,06:16:14,sedan,SSZ-499-S,2,sí,no,SSZ499S_061614.png,no,no,no,2023
2023-10-07,06:22:13,moto,HZH-049,2,sí,sí,HZH049_062213.png,no,no,no,2023
2023-10-07,06:25:09,sedan,FLS-231-A,2,sí,sí,FLS231A_062509.png,no,no,no,2023
2023-10-07,06:26:17,sedan,LLZ-923-Z,1,sí,no,LLZ923Z_062617.png,no,no,no,2023
2023-10-07,06:33:01,sedan,LFF-812-Z,1,sí,no,LFF812Z_063301.png,no,no,no,2023
2023-10-07,06:42:08,sedan,HZF-330-H,1,sí,no,HZF330H_064208.png,no,no,no,2023
2023-10-07,06:49:02,sedan,HLL-667-S,2,sí,no,HLL667S_064902.png,no,no,no,2023
2023-10-07,06:50:46,moto,FLL-993,1,sí,no,FLL993_065046.png,no,no,no,2023
2023-10-07,06:51:13,moto,LHZ-959,1,sí,no,LHZ959_065113.png,no,no,no,2023
2023-10-07,06:53:11,sedan,HLS-918-A,2,sí,sí,HLS918A_065311.png,no,no,no,2023
2023-10-07,07:05:29,moto,SZF-196,1,sí,no,SZF196_070529.png,no,no,no,2023
2023-10-07,07:23:24,sedan,ZZF-597-A,1,sí,no,ZZF597A_072324.png,no,no,no,2023
2023-10-07,07:27:37,sedan,SHH-282-F,1,sí,no,SHH282F_072737.png,no,no,no,2023
2023-10-07,07:33:03,moto,SFF-471,2,sí,sí,SFF471_073303.png,no,no,no,2023
2023-10-07,07:34:21,moto,LSL-104,1,sí,no,LSL104_073421.png,no,no,no,2023
2023-10-07,07:38:56,sedan,AZF-789-S,1,sí,no,AZF789S_073856.png,no,no,no,2023
2023-10-07,07:46:40,sedan,LAZ-614-A,2,no,sí,LAZ614A_074640.png,no,no,no,2023
2023-10-07,07:47:18,carga,AL-2527-S,2,sí,no,AL2527S_074718.png,no,no,no,2023
2023-10-07,07:49:48,sedan,SAA-451-H,2,sí,no,SAA451H_074948.png,no,no,no,2023
2023-10-07,07:51:34,sedan,LFF-451-A,1,sí,no,LFF451A_075134.png,no,no,no,2023
2023-10-07,07:53:56,sedan,FHF-287-Z,2,sí,no,FHF287Z_075356.png,no,no,no,2023
2023-10-07,07:58:51,sedan,FHH-349-A,1,sí,no,FHH349A_075851.png,no,no,no,2023
2023-10-07,08:05:21,camioneta,FFL-503-H,2,sí,no,FFL503H_080521.png,no,no,no,2023
2023-10-07,08:17:10,moto,SSL-801,1,sí,no,SSL801_081710.png,no,no,no,2023
2023-10-07,09:51:27,carga,LZ-5702-F,1,sí,sí,LZ5702F_095127.png,no,no,no,2023
2023-10-07,10:15:55,moto,HSF-389,2,sí,no,HSF389_101555.png,no,no,no,2023
2023-10-07,11:09:56,sedan,ZZL-149-S,1,sí,no,ZZL149S_110956.png,no,no,no,2023
2023-10-07,11:39:33,moto,LLH-097,2,sí,sí,LLH097_113933.png,no,no,no,2023
2023-10-07,12:03:19,sedan,SSZ-499-S,2,sí,no,SSZ499S_120319.png,no,no,no,2023
2023-10-07,12:03:46,sedan,AHZ-513-Z,1,sí,no,AHZ513Z_120346.png,no,no,no,2023
2023-10-07,12:12:16,sedan,SHF-623-A,1,sí,no,SHF623A_121216.png,no,no,no,2023
2023-10-07,12:16:10,camioneta,ASL-602-S,1,sí,no,ASL602S_121610.png,no,no,no,2023
2023-10-07,12:20:40,moto,HSS-731,1,sí,no,HSS731_122040.png,no,no,no,2023
2023-10-07,12:24:25,sedan,AAF-629-A,2,sí,no,AAF629A_122425.png,no,no,no,2023
2023-10-07,12:29:00,moto,FLZ-343,1,sí,no,FLZ343_122900.png,no,no,no,2023
2023-10-07,12:29:08,moto,SAH-385,1,no,sí,SAH385_122908.png,no,no,no,2023
2023-10-07,12:31:10,sedan,AFS-576-L,2,sí,no,AFS576L_123110.png,no,no,no,2023
2023-10-07,12:53:40,moto,HZF-108,1,sí,no,HZF108_125340.png,no,no,no,2023
2023-10-07,12:54:57,camioneta,LAL-950-S,2,sí,no,LAL950S_125457.png,no,no,no,2023
2023-10-07,12:58:52,moto,SZA-605,1,sí,no,SZA605_125852.png,no,no,no,2023
2023-10-07,13:13:15,sedan,SLF-809-S,1,sí,no,SLF809S_131315.png,no,no,no,2023
2023-10-07,13:15:14,sedan,FAF-721-H,2,no,sí,FAF721H_131514.png,no,no,no,2023
2023-10-07,13:16:17,moto,LZH-551,2,sí,no,LZH551_131617.png,no,no,no,2023
2023-10-07,13:23:21,sedan,LHZ-094-A,1,sí,sí,LHZ094A_132321.png,no,no,no,2023
2023-10-07,13:43:22,sedan,ALA-004-A,1,sí,no,ALA004A_134322.png,no,no,no,2023
2023-10-07,13:46:22,sedan,SHF-623-A,1,sí,no,SHF623A_134622.png,no,no,no,2023
2023-10-07,13:48:14,moto,FAF-285,1,no,sí,FAF285_134814.png,no,no,no,2023
2023-10-07,13:50:56,sedan,AZF-789-S,2,sí,no,AZF789S_135056.png,no,no,no,2023
2023-10-07,13:52:12,sedan,HLZ-316-H,2,sí,no,HLZ316H_135212.png,no,no,no,2023
2023-10-07,13:56:38,sedan,HSZ-160-A,2,sí,no,HSZ160A_135638.png,no,no,no,2023
2023-10-07,14:56:33,moto,FFH-754,1,sí,no,FFH754_145633.png,no,no,no,2023
2023-10-09,06:09:59,sedan,SLL-538-L,1,sí,no,SLL538L_060959.png,no,no,no,2023
2023-10-09,06:28:16,moto,SLZ-566,2,sí,no,SLZ566_062816.png,no,no,no,2023
2023-10-09,06:48:17,moto,FZF-956,2,sí,no,FZF956_064817.png,no,no,no,2023
2023-10-09,06:50:24,sedan,FSA-137-A,2,sí,no,FSA137A_065024.png,no,no,no,2023
2023-10-09,06:55:02,sedan,ZZS-283-A,2,sí,no,ZZS283A_065502.png,no,no,no,2023
2023-10-09,07:02:41,camioneta,HAF-656-F,2,sí,no,HAF656F_070241.png,no,no,no,2023
2023-10-09,07:02:43,sedan,LSA-729-A,1,no,sí,LSA729A_070243.png,no,no,no,2023
2023-10-09,07:17:16,moto,FFZ-798,1,no,sí,FFZ798_071716.png,no,no,no,2023
2023-10-09,07:18:15,sedan,FAH-088-H,1,sí,no,FAH088H_071815.png,no,no,no,2023
2023-10-09,07:20:07,carga,SS-4703-A,1,sí,no,SS4703A_072007.png,no,no,no,2023
2023-10-09,07:22:44,camioneta,FFF-174-S,1,sí,no,FFF174S_072244.png,no,no,no,2023
2023-10-09,07:26:04,sedan,ZFH-454-F,2,sí,no,ZFH454F_072604.png,no,no,no,2023
2023-10-09,07:32:01,sedan,ZLF-918-L,2,sí,no,ZLF918L_073201.png,no,no,no,2023
2023-10-09,07:36:31,moto,FAF-340,1,sí,no,FAF340_073631.png,no,no,no,2023
2023-10-09,07:48:14,sedan,AHS-386-H,2,sí,no,AHS386H_074814.png,no,no,no,2023
2023-10-09,08:01:21,moto,FFS-059,1,sí,no,FFS059_080121.png,no,no,no,2023
2023-10-09,09:02:36,camioneta,FFL-503-H,2,sí,no,FFL503H_090236.png,no,no,no,2023
2023-10-09,09:03:20,moto,HHZ-186,2,sí,no,HHZ186_090320.png,no,no,no,2023
2023-10-09,09:47:34,sedan,ZZL-149-S,1,sí,no,ZZL149S_094734.png,no,no,no,2023
2023-10-09,10:17:55,sedan,ZAL-424-S,1,sí,no,ZAL424S_101755.png,no,no,no,2023
2023-10-09,12:00:16,moto,HAA-496,2,sí,no,HAA496_120016.png,no,no,no,2023
2023-10-09,12:03:44,sedan,FHL-954-S,2,sí,no,FHL954S_120344.png,no,no,no,2023
2023-10-09,12:03:58,sedan,FFL-797-S,1,sí,no,FFL797S_120358.png,no,no,no,2023
2023-10-09,12:06:49,moto,AHF-858,1,sí,no,AHF858_120649.png,no,no,no,2023
2023-10-09,12:16:08,sedan,ZAA-793-A,2,sí,no,ZAA793A_121608.png,no,no,no,2023
2023-10-09,12:20:32,moto,LSL-260,1,sí,no,LSL260_122032.png,no,no,no,2023
2023-10-09,12:30:36,moto,LSL-104,1,sí,no,LSL104_123036.png,no,no,no,2023
2023-10-09,12:43:34,carga,ZS-1437-Z,2,sí,no,ZS1437Z_124334.png,no,no,no,2023
2023-10-09,12:58:49,carga,FH-7060-H,1,sí,no,FH7060H_125849.png,no,no,no,2023
2023-10-09,13:05:18,carga,AL-2527-S,2,sí,no,AL2527S_130518.png,no,no,no,2023
2023-10-09,13:09:50,sedan,FHL-381-L,1,sí,no,FHL381L_130950.png,no,no,no,2023
2023-10-09,13:17:09,sedan,ZZS-230-Z,1,no,sí,ZZS230Z_131709.png,no,no,no,2023
2023-10-09,13:34:37,sedan,SSF-720-F,2,sí,sí,SSF720F_133437.png,no,no,no,2023
2023-10-09,13:34:43,sedan,FHH-349-A,1,sí,no,FHH349A_133443.png,no,no,no,2023
2023-10-09,13:35:41,sedan,FZF-211-Z,2,sí,no,FZF211Z_133541.png,no,no,no,2023
2023-10-09,13:41:00,moto,ALS-780,2,sí,no,ALS780_134100.png,no,no,no,2023
2023-10-09,13:43:03,sedan,AAF-436-L,2,sí,no,AAF436L_134303.png,no,no,no,2023
2023-10-09,13:48:59,moto,SZF-349,1,no,sí,SZF349_134859.png,no,no,no,2023
2023-10-09,13:49:31,sedan,LFL-089-S,1,no,sí,LFL089S_134931.png,no,no,no,2023
2023-10-09,13:59:24,sedan,SAL-220-A,2,sí,no,SAL220A_135924.png,no,no,no,2023
2023-10-09,17:09:56,sedan,FLH-786-H,1,sí,no,FLH786H_170956.png,no,no,no,2023
2023-10-09,18:55:43,moto,SZA-449,2,sí,sí,SZA449_185543.png,no,no,no,2023
2023-10-09,19:04:00,sedan,ALS-428-L,1,sí,no,ALS428L_190400.png,no,no,no,2023
2023-10-09,19:22:54,sedan,AZS-884-H,2,sí,no,AZS884H_192254.png,no,no,no,2023
2023-10-09,19:52:24,moto,LAL-625,1,sí,no,LAL625_195224.png,no,no,no,2023
2023-10-09,21:05:32,moto,SLA-986,1,sí,no,SLA986_210532.png,no,no,no,2023
2023-10-09,21:12:49,sedan,AAS-448-S,1,sí,sí,AAS448S_211249.png,no,no,no,2023
2023-10-09,21:29:28,sedan,AHH-058-S,2,sí,no,AHH058S_212928.png,no,no,no,2023
2023-10-09,21:31:22,moto,SLH-750,1,sí,no,SLH750_213122.png,no,no,no,2023
2023-10-09,21:44:38,sedan,FHH-020-A,1,sí,no,FHH020A_214438.png,no,no,no,2023
2023-10-09,21:50:39,sedan,SLL-204-H,2,sí,no,SLL204H_215039.png,no,no,no,2023
2023-10-09,21:50:51,camioneta,HAF-656-F,2,sí,no,HAF656F_215051.png,no,no,no,2023
2023-10-09,21:52:55,moto,ZFH-894,1,sí,no,ZFH894_215255.png,no,no,no,2023
2023-10-09,22:26:56,sedan,HAS-677-F,1,sí,no,HAS677F_222656.png,no,no,no,2023
2023-10-10,06:00:35,camioneta,LAL-950-S,2,no,sí,LAL950S_060035.png,no,no,no,2023
2023-10-10,06:05:11,sedan,LAZ-614-A,2,sí,no,LAZ614A_060511.png,no,no,no,2023
2023-10-10,06:19:04,moto,FLZ-341,2,no,sí,FLZ341_061904.png,no,no,no,2023
2023-10-10,06:19:27,moto,ZHF-989,2,no,sí,ZHF989_061927.png,no,no,no,2023
2023-10-10,06:25:41,sedan,ASZ-967-S,1,sí,no,ASZ967S_062541.png,no,no,no,2023
2023-10-10,06:32:16,sedan,LSZ-570-A,2,sí,no,LSZ570A_063216.png,no,no,no,2023
2023-10-10,06:35:26,carga,AS-8268-F,2,no,sí,AS8268F_063526.png,no,no,no,2023
2023-10-10,06:36:03,moto,ZHS-460,1,sí,no,ZHS460_063603.png,no,no,no,2023
2023-10-10,07:08:09,carga,SF-9156-F,2,sí,no,SF9156F_070809.png,no,no,no,2023
2023-10-10,07:09:00,carga,ZA-8469-H,2,sí,no,ZA8469H_070900.png,no,no,no,2023
2023-10-10,07:09:14,carga,FZ-6883-Z,2,sí,no,FZ6883Z_070914.png,no,no,no,2023
2023-10-10,07:10:32,moto,SHH-086,1,no,sí,SHH086_071032.png,no,no,no,2023
2023-10-10,07:24:53,sedan,ZAZ-588-F,1,no,sí,ZAZ588F_072453.png,no,no,no,2023
2023-10-10,07:26:42,camioneta,ZLS-174-L,1,sí,no,ZLS174L_072642.png,no,no,no,2023
2023-10-10,07:29:32,camioneta,AAF-040-A,1,sí,no,AAF040A_072932.png,no,no,no,2023
2023-10-10,07:32:54,sedan,AHS-876-H,2,sí,no,AHS876H_073254.png,no,no,no,2023
2023-10-10,07:35:14,sedan,ZAZ-588-F,2,sí,no,ZAZ588F_073514.png,no,no,no,2023
2023-10-10,07:48:52,moto,AHZ-339,2,sí,no,AHZ339_074852.png,no,no,no,2023
2023-10-10,07:49:50,moto,ZZA-323,1,no,sí,ZZA323_074950.png,no,no,no,2023
2023-10-10,07:58:50,sedan,AHZ-157-F,2,sí,no,AHZ157F_075850.png,no,no,no,2023
2023-10-10,09:16:51,sedan,FAF-721-H,2,sí,no,FAF721H_091651.png,no,no,no,2023
2023-10-10,09:51:35,sedan,SFL-055-L,1,sí,sí,SFL055L_095135.png,no,no,no,2023
2023-10-10,09:54:47,sedan,AAF-391-Z,2,sí,no,AAF391Z_095447.png,no,no,no,2023
2023-10-10,10:51:27,sedan,ASZ-724-Z,2,sí,no,ASZ724Z_105127.png,no,no,no,2023
2023-10-10,11:57:16,sedan,ZZS-283-A,2,sí,no,ZZS283A_115716.png,no,no,no,2023
2023-10-10,12:00:20,sedan,LLS-165-S,2,sí,no,LLS165S_120020.png,no,no,no,2023
2023-10-10,12:05:59,sedan,HHS-863-A,1,sí,no,HHS863A_120559.png,no,no,no,2023
2023-10-10,12:06:00,camioneta,HHH-876-H,2,sí,no,HHH876H_120600.png,no,no,no,2023
2023-10-10,12:11:32,sedan,LAZ-614-A,1,sí,no,LAZ614A_121132.png,no,no,no,2023
2023-10-10,12:13:05,carga,ZS-4572-L,2,sí,no,ZS4572L_121305.png,no,no,no,2023
2023-10-10,12:15:00,sedan,SFF-527-H,2,sí,no,SFF527H_121500.png,no,no,no,2023
2023-10-10,12:24:36,sedan,ZZS-230-Z,1,sí,no,ZZS230Z_122436.png,no,no,no,2023
2023-10-10,12:24:50,sedan,AZS-884-H,2,sí,no,AZS884H_122450.png,no,no,no,2023
2023-10-10,12:26:59,sedan,ZAS-019-L,2,sí,no,ZAS019L_122659.png,no,no,no,2023
2023-10-10,12:41:22,moto,HAF-455,1,sí,sí,HAF455_124122.png,no,no,no,2023
2023-10-10,12:44:03,moto,FFZ-532,2,sí,sí,FFZ532_124403.png,no,no,no,2023
2023-10-10,12:52:34,sedan,HFF-424-Z,2,sí,no,HFF424Z_125234.png,no,no,no,2023
2023-10-10,13:01:25,moto,FFA-060,2,sí,sí,FFA060_130125.png,no,no,no,2023
2023-10-10,13:03:01,camioneta,FAS-667-S,1,sí,no,FAS667S_130301.png,no,no,no,2023
2023-10-10,13:03:26,moto,AAH-822,2,sí,no,AAH822_130326.png,no,no,no,2023
2023-10-10,13:13:15,sedan,AHZ-420-S,2,sí,no,AHZ420S_131315.png,no,no,no,2023
2023-10-10,13:15:05,sedan,ZAH-479-F,1,sí,no,ZAH479F_131505.png,no,no,no,2023
2023-10-10,13:25:13,sedan,HHZ-888-S,1,sí,sí,HHZ888S_132513.png,no,no,no,2023
2023-10-10,13:26:36,sedan,FFA-237-L,2,sí,no,FFA237L_132636.png,no,no,no,2023
2023-10-10,13:28:09,sedan,FHH-349-A,1,sí,no,FHH349A_132809.png,no,no,no,2023
2023-10-10,13:28:29,carga,LL-0291-A,1,sí,no,LL0291A_132829.png,no,no,no,2023
2023-10-10,13:42:28,sedan,AHS-386-H,1,no,sí,AHS386H_134228.png,no,no,no,2023
2023-10-10,13:45:39,moto,ALA-324,2,sí,sí,ALA324_134539.png,no,no,no,2023
2023-10-10,13:52:51,moto,FFL-547,1,sí,no,FFL547_135251.png,no,no,no,2023
2023-10-10,15:37:39,sedan,FZS-561-H,1,sí,sí,FZS561H_153739.png,no,no,no,2023
2023-10-10,15:39:05,sedan,AAL-058-F,2,sí,no,AAL058F_153905.png,no,no,no,2023
2023-10-10,16:45:32,moto,LAZ-157,1,no,sí,LAZ157_164532.png,no,no,no,2023
2023-10-10,18:05:13,moto,FSL-468,2,sí,no,FSL468_180513.png,no,no,no,2023
2023-10-10,18:22:56,sedan,AAF-391-Z,2,sí,no,AAF391Z_182256.png,no,no,no,2023
2023-10-10,18:53:57,moto,ZAH-201,2,sí,no,ZAH201_185357.png,no,no,no,2023
2023-10-10,19:02:56,carga,AF-0278-S,2,sí,no,AF0278S_190256.png,no,no,no,2023
2023-10-10,19:16:30,moto,LZA-895,2,sí,no,LZA895_191630.png,no,no,no,2023
2023-10-10,20:00:34,moto,SHS-938,2,sí,no,SHS938_200034.png,no,no,no,2023
2023-10-10,20:27:17,carga,HH-3664-S,1,sí,no,HH3664S_202717.png,no,no,no,2023
2023-10-10,20:49:58,moto,HZZ-531,1,sí,no,HZZ531_204958.png,no,no,no,2023
2023-10-10,21:19:52,sedan,SSS-733-H,2,sí,no,SSS733H_211952.png,no,no,no,2023
2023-10-10,21:29:31,camioneta,ZHF-073-A,1,sí,no,ZHF073A_212931.png,no,no,no,2023
2023-10-10,21:32:31,sedan,LLS-165-S,1,no,sí,LLS165S_213231.png,no,no,no,2023
2023-10-10,21:34:22,moto,LAA-911,2,sí,sí,LAA911_213422.png,no,no,no,2023
2023-10-10,21:42:54,moto,LSL-260,1,sí,no,LSL260_214254.png,no,no,no,2023
2023-10-10,21:43:27,sedan,SLA-798-A,1,sí,no,SLA798A_214327.png,no,no,no,2023
2023-10-10,21:45:51,carga,ZS-0070-H,1,sí,sí,ZS0070H_214551.png,no,no,no,2023
2023-10-10,22:02:34,camioneta,LLL-660-S,1,sí,no,LLL660S_220234.png,no,no,no,2023
2023-10-10,22:04:22,sedan,ZFH-454-F,2,sí,no,ZFH454F_220422.png,no,no,no,2023
2023-10-10,22:14:31,moto,FZF-956,1,sí,no,FZF956_221431.png,no,no,no,2023
2023-10-10,22:25:52,moto,ZAZ-176,2,sí,sí,ZAZ176_222552.png,no,no,no,2023
